18:31:48.334 |     INFO |           get_logger | === TRACK_ANALYSIS MODULE LOGGING STARTED ===
18:31:48.334 |     INFO |           get_logger | Log file: /Users/george/.FLIKA/plugins/utrack_tracking/logs/utrack_track_analysis_20251023_183148.log
18:31:48.334 |     INFO |           get_logger | Log level: DEBUG
18:31:48.334 |     INFO |           get_logger | Session ID: 20251023_183148
18:31:48.334 |     INFO |             <module> | === TRACK ANALYSIS MODULE LOADED ===
18:31:48.334 |    DEBUG |             <module> | Module file: /Users/george/.FLIKA/plugins/utrack_tracking/track_analysis.py
18:31:48.334 |    DEBUG |             <module> | Available classes: TrackAnalyzer, MotionAnalyzer
18:31:48.334 |    DEBUG |             <module> | Available functions: analyze_tracking_results
18:31:48.334 |     INFO |             <module> | Track analysis module with centralized logging ready
