track_id,frame,x,y,intensity,sigma,movement_type,confidence,track_length,uncertainty
0,0,78.0,0.0,0.16995138178777489,1.5,Brownian,0.0,50,1.8294783334327294
0,1,78.0,0.0,0.228893094069579,1.5,Brownian,0.0,50,1.8294783334327294
0,2,76.0,0.0,0.2850253808757403,1.5,Brownian,0.0,50,1.8294783334327294
0,3,76.0,0.0,0.1776282466636216,1.5,Brownian,0.0,50,1.8294783334327294
0,4,76.0,0.0,0.11024983728495312,1.5,Brownian,0.0,50,1.8294783334327294
0,6,77.0,0.0,0.1037815364946234,1.5,Brownian,0.0,50,1.8294783334327294
0,8,77.0,0.0,0.10309115894507502,1.5,Brownian,0.0,50,1.8294783334327294
0,9,77.0,0.0,0.1168527258016609,1.5,Brownian,0.0,50,1.8294783334327294
0,10,73.0,0.0,0.13265537010951822,1.5,Brownian,0.0,50,1.8294783334327294
0,11,76.0,0.0,0.11919715417472306,1.5,Brownian,0.0,50,1.8294783334327294
0,12,76.0,0.0,0.11622277579677452,1.5,Brownian,0.0,50,1.8294783334327294
0,13,77.0,0.0,0.12906635507366349,1.5,Brownian,0.0,50,1.8294783334327294
0,14,77.0,0.0,0.13566435039867322,1.5,Brownian,0.0,50,1.8294783334327294
0,15,76.0,0.0,0.14686570993099504,1.5,Brownian,0.0,50,1.8294783334327294
0,16,77.0,0.0,0.11917484391451891,1.5,Brownian,0.0,50,1.8294783334327294
0,17,76.0,0.0,0.10957041921284433,1.5,Brownian,0.0,50,1.8294783334327294
0,18,76.0,0.0,0.12982885803587213,1.5,Brownian,0.0,50,1.8294783334327294
0,19,76.0,0.0,0.14352966493438035,1.5,Brownian,0.0,50,1.8294783334327294
0,21,76.0,0.0,0.11904809531836115,1.5,Brownian,0.0,50,1.8294783334327294
0,22,78.0,0.0,0.10022341828978208,1.5,Brownian,0.0,50,1.8294783334327294
0,23,77.0,0.0,0.1510487934297964,1.5,Brownian,0.0,50,1.8294783334327294
0,24,76.0,0.0,0.1728783960396435,1.5,Brownian,0.0,50,1.8294783334327294
0,25,76.0,0.0,0.13599092952581468,1.5,Brownian,0.0,50,1.8294783334327294
0,26,76.0,0.0,0.13790167607516904,1.5,Brownian,0.0,50,1.8294783334327294
0,27,77.0,0.0,0.10903184083389987,1.5,Brownian,0.0,50,1.8294783334327294
0,28,77.0,0.0,0.11804561387558354,1.5,Brownian,0.0,50,1.8294783334327294
0,29,76.0,0.0,0.12242776151061363,1.5,Brownian,0.0,50,1.8294783334327294
0,30,77.0,0.0,0.15321879060421095,1.5,Brownian,0.0,50,1.8294783334327294
0,31,76.0,0.0,0.13192090344148813,1.5,Brownian,0.0,50,1.8294783334327294
0,32,76.0,0.0,0.1357668901619245,1.5,Brownian,0.0,50,1.8294783334327294
0,33,77.0,0.0,0.14294342354884104,1.5,Brownian,0.0,50,1.8294783334327294
0,35,76.0,0.0,0.2277892695371098,1.5,Brownian,0.0,50,1.8294783334327294
0,36,76.0,0.0,0.18432721641919314,1.5,Brownian,0.0,50,1.8294783334327294
0,37,76.0,0.0,0.17343968668782953,1.5,Brownian,0.0,50,1.8294783334327294
0,38,76.0,0.0,0.20168711242940937,1.5,Brownian,0.0,50,1.8294783334327294
0,40,74.0,0.0,0.24492790205496684,1.5,Brownian,0.0,50,1.8294783334327294
0,41,75.0,0.0,0.21506060983007158,1.5,Brownian,0.0,50,1.8294783334327294
0,42,74.0,0.0,0.2236541583166481,1.5,Brownian,0.0,50,1.8294783334327294
0,43,74.0,0.0,0.13050174995359623,1.5,Brownian,0.0,50,1.8294783334327294
0,44,76.0,0.0,0.14964763409392426,1.5,Brownian,0.0,50,1.8294783334327294
0,45,76.0,0.0,0.1716078451582541,1.5,Brownian,0.0,50,1.8294783334327294
0,46,76.0,0.0,0.19186945289164353,1.5,Brownian,0.0,50,1.8294783334327294
0,47,75.0,0.0,0.22625167292093454,1.5,Brownian,0.0,50,1.8294783334327294
0,48,74.0,0.0,0.24177731339173889,1.5,Brownian,0.0,50,1.8294783334327294
0,49,75.0,0.0,0.3274146893929223,1.5,Brownian,0.0,50,1.8294783334327294
0,51,76.0,0.0,0.22553088124895507,1.5,Brownian,0.0,50,1.8294783334327294
0,52,76.0,0.0,0.13029241158784277,1.5,Brownian,0.0,50,1.8294783334327294
0,53,76.0,0.0,0.10743242637516143,1.5,Brownian,0.0,50,1.8294783334327294
0,54,71.0,0.0,0.21743726489696213,1.5,Brownian,0.0,50,1.8294783334327294
0,55,71.0,0.0,0.1850417104694765,1.5,Brownian,0.0,50,1.8294783334327294
1,0,88.0,0.0,0.21998113959985333,1.5,Confined,0.5228331206392516,6,0.32054900000000003
1,1,88.0,0.0,0.1970109600578607,1.5,Confined,0.5228331206392516,6,0.32054900000000003
1,2,88.0,0.0,0.24555775280968584,1.5,Confined,0.5228331206392516,6,0.32054900000000003
1,3,89.0,0.0,0.25950495743622853,1.5,Confined,0.5228331206392516,6,0.32054900000000003
1,4,90.0,0.0,0.2205845941365336,1.5,Confined,0.5228331206392516,6,0.32054900000000003
1,5,90.0,0.0,0.21585343390466669,1.5,Confined,0.5228331206392516,6,0.32054900000000003
2,0,25.83970939642047,4.652294629016641,0.19352365431444266,2.761524915362935,Brownian,0.0,40,2.1058718336877047
2,1,25.660651465595897,4.790749201930134,0.22494937886298375,2.6438373597068416,Brownian,0.0,40,2.1058718336877047
2,2,26.468578295170804,3.6983423685036816,0.214987804941833,2.7712925793647605,Brownian,0.0,40,2.1058718336877047
2,3,25.77205307310213,4.620785750201244,0.20254378873955364,2.5466443216010357,Brownian,0.0,40,2.1058718336877047
2,4,24.96703591617365,5.261449680461949,0.13775342890417758,2.2940515616745474,Brownian,0.0,40,2.1058718336877047
2,5,25.13823342816309,5.316088472952602,0.13428920157505092,2.307394296241479,Brownian,0.0,40,2.1058718336877047
2,6,25.18998331628091,5.321457886141865,0.12741183046684446,2.3785204416144734,Brownian,0.0,40,2.1058718336877047
2,7,24.82847471630133,5.375993251414087,0.11760062973285476,2.4980873758747983,Brownian,0.0,40,2.1058718336877047
2,8,24.750535503642944,5.4406114950075395,0.13976938470214445,1.956549915678929,Brownian,0.0,40,2.1058718336877047
2,9,26.29273710503707,3.6786771439385952,0.19993792895378013,2.3077423550311975,Brownian,0.0,40,2.1058718336877047
2,10,26.049021158176856,4.0885800864365205,0.16421525018389185,2.514096145934607,Brownian,0.0,40,2.1058718336877047
2,11,26.232842771571022,4.27219593879021,0.12370824751461822,2.305305119179318,Brownian,0.0,40,2.1058718336877047
2,12,25.797660986183523,5.1957857281420745,0.15808940777530078,2.7347612320541863,Brownian,0.0,40,2.1058718336877047
2,13,26.26745317262975,4.548456869470627,0.20426566611292576,2.273875218518474,Brownian,0.0,40,2.1058718336877047
2,14,25.832748253452994,5.754976857074732,0.2063535110843049,2.7766215159303616,Brownian,0.0,40,2.1058718336877047
2,15,25.866598792123913,5.547028814238335,0.22152134725093847,2.4311884211203534,Brownian,0.0,40,2.1058718336877047
2,16,25.156151855661033,6.32624318048677,0.2392432553188934,2.351283109094987,Brownian,0.0,40,2.1058718336877047
2,17,26.381347325418304,5.407719318617178,0.2561253932405112,2.4758756957706316,Brownian,0.0,40,2.1058718336877047
2,18,30.0,0.0,0.21987612977440313,1.5,Brownian,0.0,40,2.1058718336877047
2,19,30.0,0.0,0.1274228871270461,1.5,Brownian,0.0,40,2.1058718336877047
2,22,29.0,3.0,0.17479172029660045,1.5,Brownian,0.0,40,2.1058718336877047
2,23,28.0,4.0,0.20242224080941937,1.5,Brownian,0.0,40,2.1058718336877047
2,24,30.0,3.0,0.2685088904184744,1.5,Brownian,0.0,40,2.1058718336877047
2,25,30.0,3.0,0.20045654087715786,1.5,Brownian,0.0,40,2.1058718336877047
2,26,30.0,1.0,0.18089267011964238,1.5,Brownian,0.0,40,2.1058718336877047
2,27,29.36382005243369,1.704997960841691,0.0754660211701915,2.379570986832564,Brownian,0.0,40,2.1058718336877047
2,28,33.00335330440763,3.447117966057612,0.15558153446814368,2.844647082004535,Brownian,0.0,40,2.1058718336877047
2,29,32.635367862591536,4.906256842536558,0.09962287423561922,2.320105982785412,Brownian,0.0,40,2.1058718336877047
2,30,34.0,6.0,0.1338613640823898,1.5,Brownian,0.0,40,2.1058718336877047
2,31,33.3005714344997,3.711594728042364,0.13498933499716784,2.7102596517434203,Brownian,0.0,40,2.1058718336877047
2,32,30.944629716610674,2.1854332579320377,0.07632261120507336,1.739075408186078,Brownian,0.0,40,2.1058718336877047
2,33,30.676457012048136,1.4222809208966258,0.129156754906725,2.7614874400766967,Brownian,0.0,40,2.1058718336877047
2,35,30.0,4.0,0.23897680095336263,1.5,Brownian,0.0,40,2.1058718336877047
2,36,30.0,1.0,0.23157101632045238,1.5,Brownian,0.0,40,2.1058718336877047
2,37,29.0,0.0,0.17840521575144616,1.5,Brownian,0.0,40,2.1058718336877047
2,38,30.0,0.0,0.2527430167824064,1.5,Brownian,0.0,40,2.1058718336877047
2,39,30.0,0.0,0.2207276351140008,1.5,Brownian,0.0,40,2.1058718336877047
2,40,30.0,0.0,0.1504927143697144,1.5,Brownian,0.0,40,2.1058718336877047
2,41,30.0,0.0,0.1557281486807553,1.5,Brownian,0.0,40,2.1058718336877047
2,42,30.0,1.0,0.11264722227525331,1.5,Brownian,0.0,40,2.1058718336877047
4,0,1.9376787231607933,4.1389965497737755,0.113867463016411,2.2580367767855876,Brownian,0.0,9,3.1267715166884793
4,1,0.0,6.0,0.19355057309639984,1.5,Brownian,0.0,9,3.1267715166884793
4,2,2.1481161055408844,3.8719780624461944,0.2066188924891731,2.1596250638160455,Brownian,0.0,9,3.1267715166884793
4,3,3.069938190932559,3.7445175078589177,0.18170971207225456,2.0826816313795846,Brownian,0.0,9,3.1267715166884793
4,4,1.5808121668803017,3.8309379027625043,0.18608556522452885,2.6683392319335972,Brownian,0.0,9,3.1267715166884793
4,5,2.3411880162434673,3.902731414928616,0.11706627374107742,2.288678522694711,Brownian,0.0,9,3.1267715166884793
4,6,0.0,6.0,0.21190077315062128,1.5,Brownian,0.0,9,3.1267715166884793
4,7,1.6936937779179744,2.126721142951686,0.09436812294044887,2.3007237302978654,Brownian,0.0,9,3.1267715166884793
4,9,10.0,0.0,0.11040166775749496,1.5,Brownian,0.0,9,3.1267715166884793
5,0,62.76504554629857,5.691160378253553,0.2075357163948916,2.1495465083402947,Brownian,0.4942447330847669,6,0.7137351464272285
5,1,64.36495878487932,5.573919856481577,0.2591070962676956,2.1252753952288916,Brownian,0.4942447330847669,6,0.7137351464272285
5,2,64.43489365615333,5.553632662208981,0.30906410800220147,2.2304551177110254,Brownian,0.4942447330847669,6,0.7137351464272285
5,3,64.22233031810546,5.867623242219622,0.2818792690474051,1.9943306502490032,Brownian,0.4942447330847669,6,0.7137351464272285
5,4,63.48449934783537,4.595050135497658,0.20260620645480903,2.3821130889122824,Brownian,0.4942447330847669,6,0.7137351464272285
5,5,64.0601612318452,2.7687401856785847,0.21126920865859486,2.377156542362349,Brownian,0.4942447330847669,6,0.7137351464272285
6,0,94.18088681330322,6.940738477391696,0.8021604187041947,2.3147769220221317,Subdiffusive,0.0,70,3.7723534432987975
6,1,94.25896444971055,6.922737637214862,0.7057980864201657,2.4235713092433837,Subdiffusive,0.0,70,3.7723534432987975
6,2,94.19954085485861,6.919810498869355,0.8130339026677671,2.516655402466915,Subdiffusive,0.0,70,3.7723534432987975
